,location,total_sqft,bath,price,bhk
6429,Munnekollal,1390.0,3.0,68.0,3
6430,Munnekollal,1200.0,2.0,49.5,2
6431,Munnekollal,950.0,2.0,46.5,2
6432,Munnekollal,1560.0,3.0,75.0,3
6433,Munnekollal,1210.0,2.0,75.0,2
6434,Munnekollal,1750.0,3.0,86.5,3
6435,Munnekollal,1385.0,2.0,66.5,3
6436,Munnekollal,1080.0,2.0,45.0,2
6437,Munnekollal,1170.0,2.0,59.0,2
6438,Munnekollal,1222.0,3.0,95.0,3
6439,Munnekollal,1800.0,3.0,65.0,3
6440,Munnekollal,1200.0,2.0,40.0,2
6441,Munnekollal,7200.0,10.0,200.0,10
6442,Munnekollal,1540.0,2.0,70.0,3
6443,Munnekollal,1200.0,2.0,57.9,3
6444,Munnekollal,1030.0,2.0,50.36,2
6445,Murugeshpalya,1296.0,2.0,81.0,2
6446,Murugeshpalya,1550.0,3.0,74.0,3
6447,Murugeshpalya,1845.0,3.0,91.0,3
6448,Murugeshpalya,2135.0,3.0,160.0,3
6449,Murugeshpalya,1185.0,2.0,85.0,2
6450,Murugeshpalya,3100.0,4.0,310.0,4
6451,Murugeshpalya,1225.0,2.0,48.0,2
6452,Murugeshpalya,1930.0,3.0,75.0,3
6453,Murugeshpalya,1600.0,2.0,65.0,3
6454,Murugeshpalya,1344.0,2.0,56.0,3
6455,Murugeshpalya,1500.0,2.0,70.0,3
6456,Murugeshpalya,1855.0,3.0,96.0,3
6457,Murugeshpalya,1175.0,2.0,75.0,2
6458,Mysore Road,1175.0,2.0,73.5,2
6459,Mysore Road,1710.0,4.0,91.31,3
6460,Mysore Road,1020.0,2.0,48.95,2
6461,Mysore Road,1200.0,2.0,85.0,2
6462,Mysore Road,1175.0,2.0,73.5,2
6463,Mysore Road,1070.0,2.0,45.0,2
6464,Mysore Road,1239.0,2.0,53.0,2
6465,Mysore Road,1060.0,2.0,62.0,2
6466,Mysore Road,980.0,2.0,45.47,2
6467,Mysore Road,883.0,2.0,40.0,2
6468,Mysore Road,1525.0,3.0,96.0,3
6469,Mysore Road,1200.0,2.0,65.0,2
6470,Mysore Road,1005.0,2.0,35.175,2
6471,Mysore Road,1340.0,2.0,64.31,3
6472,Mysore Road,1082.0,3.0,50.5,3
6473,Mysore Road,1340.0,2.0,64.31,3
6474,Mysore Road,1512.0,2.0,110.0,3
6475,Mysore Road,1560.0,3.0,115.0,3
6476,Mysore Road,1560.0,3.0,120.0,3
6477,Mysore Road,883.0,2.0,40.95,2
6478,Mysore Road,1070.0,2.0,49.65,2
6479,Mysore Road,900.0,2.0,65.0,2
6480,Mysore Road,1082.0,3.0,50.0,3
6481,Mysore Road,883.0,2.0,50.0,2
6482,Mysore Road,1155.0,2.0,51.0,2
6483,Mysore Road,1003.0,2.0,43.0,2
6484,Mysore Road,1237.0,2.0,73.0,2
6485,Mysore Road,883.0,2.0,45.0,2
6486,Mysore Road,1170.0,2.0,65.0,2
6487,Mysore Road,1029.5,2.0,50.855,2
6488,Mysore Road,940.0,2.0,43.61,2
6489,Mysore Road,1500.0,3.0,74.0,3
6490,Mysore Road,947.55,2.0,80.0,2
6491,Mysore Road,1020.0,2.0,48.95,2
6492,Mysore Road,1568.0,2.0,100.0,3
6493,Mysore Road,1360.0,3.0,47.6,3
6494,Mysore Road,1410.0,2.0,64.0,3
6495,Mysore Road,1800.0,2.0,42.3,2
6496,Mysore Road,1560.0,2.0,83.3,3
6497,Mysore Road,500.0,1.0,17.5,1
6498,Mysore Road,1175.0,2.0,70.5,2
6499,Mysore Road,1248.52,3.0,115.0,3
6500,Mysore Road,1080.0,2.0,60.0,3
6501,Mysore Road,1500.0,3.0,70.0,3
6502,Mysore Road,883.0,2.0,37.0,2
6503,Mysore Road,1175.0,2.0,86.68,2
6504,Mysore Road,1082.0,2.0,45.0,3
6505,NGR Layout,1020.0,2.0,45.9,2
6506,NGR Layout,1020.0,2.0,48.45,2
6507,NGR Layout,1105.0,2.0,52.48,2
6508,NGR Layout,1105.0,2.0,49.73,2
6509,NGR Layout,1022.0,2.0,45.9,2
6510,NGR Layout,1020.0,2.0,48.45,2
6511,NGR Layout,1020.0,2.0,45.0,2
6512,NGR Layout,1019.0,2.0,45.9,2
6513,NGR Layout,907.0,1.0,38.0,1
6514,NGR Layout,1020.0,2.0,46.0,2
6515,NGR Layout,1020.0,2.0,48.45,2
6516,NGR Layout,1020.0,2.0,48.45,2
6517,NGR Layout,1021.0,2.0,46.0,2
6518,NGR Layout,1021.0,2.0,45.9,2
6519,NRI Layout,1565.0,2.0,75.0,3
6520,NRI Layout,1300.0,2.0,120.0,2
6521,NRI Layout,2500.0,5.0,130.0,5
6522,NRI Layout,650.0,2.0,59.0,2
6523,NRI Layout,1060.0,2.0,35.0,2
6524,NRI Layout,1125.0,2.0,45.56,2
6525,NRI Layout,2150.0,4.0,115.0,4
6526,NRI Layout,1200.0,4.0,95.0,4
6527,NRI Layout,1250.0,2.0,75.0,2
6528,NRI Layout,1789.0,3.0,75.0,3
6529,NRI Layout,1731.0,3.0,64.11,3
6530,NRI Layout,2400.0,2.0,125.0,2
6531,NRI Layout,2700.0,5.0,95.75,4
6532,Nagarbhavi,1630.0,2.0,98.0,3
6533,Nagarbhavi,1350.0,3.0,150.0,3
6534,Nagarbhavi,1200.0,2.0,150.0,2
6535,Nagarbhavi,1523.0,2.0,53.4,3
6536,Nagarbhavi,2400.0,3.0,160.0,3
6537,Nagarbhavi,884.0,2.0,36.0,1
6538,Nagarbhavi,1055.0,2.0,55.0,2
6539,Nagarbhavi,1350.0,2.0,54.6,3
6540,Nagarbhavi,1223.0,2.0,60.0,2
6541,Nagarbhavi,956.0,2.0,49.0,2
6542,Nagarbhavi,900.0,1.0,175.0,1
6543,Nagarbhavi,1200.0,3.0,265.0,3
6544,Nagarbhavi,1560.0,3.0,66.0,3
6545,Nagarbhavi,1200.0,2.0,150.0,2
6546,Nagarbhavi,1400.0,2.0,85.0,3
6547,Nagarbhavi,1515.0,2.0,79.0,3
6548,Nagarbhavi,1145.0,2.0,40.0,2
6549,Nagarbhavi,300.0,1.0,20.0,1
6550,Nagarbhavi,1250.0,3.0,175.0,4
6551,Nagarbhavi,710.0,2.0,40.0,1
6552,Nagarbhavi,1850.0,3.0,88.0,3
6553,Nagarbhavi,1212.0,2.0,50.0,2
6554,Nagarbhavi,1020.0,2.0,55.0,2
6555,Nagarbhavi,1850.0,3.0,90.0,3
6556,Nagarbhavi,1120.0,2.0,53.0,2
6557,Nagarbhavi,1850.0,2.0,88.0,3
6558,Nagarbhavi,1146.0,2.0,50.0,2
6559,Nagarbhavi,1850.0,2.0,89.0,3
6560,Nagarbhavi,1190.0,2.0,63.0,2
6561,Nagarbhavi,1523.0,2.0,56.0,3
6562,Nagarbhavi,1050.0,2.0,80.0,2
6563,Nagarbhavi,2500.0,3.0,180.0,5
6564,Nagarbhavi,1200.0,3.0,340.0,4
6565,Nagarbhavi,1200.0,4.0,205.0,3
6566,Nagarbhavi,1050.0,3.0,175.0,3
6567,Nagarbhavi,1200.0,4.0,210.0,4
6568,Nagarbhavi,1350.0,3.0,60.0,3
6569,Nagarbhavi,1200.0,3.0,226.0,3
6570,Nagarbhavi,1200.0,4.0,240.0,4
6571,Nagarbhavi,1200.0,3.0,225.0,3
6572,Nagarbhavi,1250.0,3.0,170.0,2
6573,Nagarbhavi,1635.0,3.0,85.0,3
6574,Nagarbhavi,1400.0,2.0,135.0,3
6575,Nagarbhavi,2200.0,2.0,99.0,3
6576,Nagarbhavi,1100.0,2.0,46.2,2
6577,Nagarbhavi,1200.0,3.0,228.0,3
6578,Nagarbhavi,1080.0,2.0,49.0,2
6579,Nagarbhavi,1800.0,3.0,180.0,4
6580,Nagarbhavi,1225.0,2.0,58.0,2
6581,Nagasandra,980.0,2.0,48.0,2
6582,Nagasandra,4050.0,5.0,140.0,5
6583,Nagasandra,1470.0,2.0,110.0,3
6584,Nagasandra,1310.0,3.0,95.0,4
6585,Nagasandra,2400.0,4.0,145.0,4
6586,Nagasandra,7000.0,8.0,450.0,4
6587,Nagasandra,1650.0,3.0,95.0,3
6588,Nagasandra,1500.0,2.0,91.0,2
6589,Nagasandra,4000.0,8.0,160.0,8
6590,Nagavara,400.0,1.0,14.0,1
6591,Nagavara,2172.65,3.0,120.0,4
6592,Nagavara,2200.0,2.0,55.0,2
6593,Nagavara,1545.0,2.0,58.0,3
6594,Nagavara,2319.0,3.0,180.0,3
6595,Nagavara,2430.0,4.0,180.0,3
6596,Nagavara,936.0,2.0,40.2,2
6597,Nagavara,1125.0,2.0,44.5,2
6598,Nagavara,2400.0,3.0,251.0,3
6599,Nagavara,1315.0,2.0,70.0,2
6600,Nagavara,1077.0,2.0,50.0,2
6601,Nagavara,2496.0,4.0,125.0,4
6602,Nagavara,1110.0,2.0,44.95,2
6603,Nagavara,2400.0,3.0,252.0,3
6604,Nagavara,1247.0,2.0,58.56,2
6605,Nagavara,2000.0,2.0,275.0,3
6606,Nagavarapalya,980.0,2.0,37.0,2
6607,Nagavarapalya,1392.0,2.0,99.0,2
6608,Nagavarapalya,1392.0,2.0,130.0,2
6609,Nagavarapalya,705.0,1.0,52.5,1
6610,Nagavarapalya,1300.0,3.0,80.0,3
6611,Nagavarapalya,705.0,1.0,57.0,1
6612,Nagavarapalya,705.0,1.0,55.0,1
6613,Nagavarapalya,705.0,1.0,57.0,1
6614,Nagavarapalya,907.0,2.0,38.0,2
6615,Nagavarapalya,646.0,1.0,25.84,1
6616,Nagavarapalya,1392.0,2.0,130.0,2
6617,Nagavarapalya,1335.0,2.0,110.0,2
6618,Nagavarapalya,1788.0,3.0,164.0,3
6619,Nagavarapalya,1134.0,2.0,55.0,2
6620,Nagavarapalya,1260.0,2.0,85.5,2
6621,Narayanapura,1308.0,2.0,89.04,2
6622,Narayanapura,1566.0,3.0,83.3,3
6623,Narayanapura,1308.0,2.0,92.66,2
6624,Narayanapura,1485.0,3.0,85.0,3
6625,Narayanapura,1302.0,2.0,69.1,2
6626,Narayanapura,1153.0,2.0,45.0,2
6627,Narayanapura,1308.0,2.0,89.04,2
6628,Narayanapura,2400.0,5.0,85.0,5
6629,Narayanapura,2357.0,3.0,135.0,3
6630,Narayanapura,2357.0,3.0,135.0,3
6631,Narayanapura,1469.0,2.0,99.14,2
6632,Neeladri Nagar,1053.0,2.0,45.0,2
6633,Neeladri Nagar,1363.0,2.0,68.0,2
6634,Neeladri Nagar,2556.0,3.0,133.0,3
6635,Neeladri Nagar,674.0,1.0,21.0,1
6636,Neeladri Nagar,527.0,1.0,26.0,1
6637,Neeladri Nagar,1167.0,2.0,38.0,3
6638,Neeladri Nagar,1060.0,2.0,35.0,2
6639,Neeladri Nagar,640.0,1.0,20.5,1
6640,Neeladri Nagar,4000.0,12.0,160.0,10
6641,Neeladri Nagar,1105.0,2.0,30.0,2
6642,Neeladri Nagar,4000.0,5.0,425.0,5
6643,Neeladri Nagar,1100.0,2.0,30.0,2
6644,Neeladri Nagar,2111.0,3.0,103.0,3
6645,Nehru Nagar,961.0,2.0,38.0,2
6646,Nehru Nagar,1775.0,3.0,110.0,3
6647,Nehru Nagar,2167.0,3.0,170.0,3
6648,Nehru Nagar,2363.0,5.0,120.0,4
6649,Nehru Nagar,2342.0,3.0,115.0,4
6650,Nehru Nagar,967.0,2.0,41.1,2
6651,Nehru Nagar,1374.0,3.0,72.0,3
6652,Nehru Nagar,1674.0,3.0,90.0,3
6653,Nehru Nagar,1269.0,2.0,63.0,3
6654,Nehru Nagar,1100.0,2.0,50.0,2
6655,Nehru Nagar,1674.0,3.0,81.0,3
6656,OMBR Layout,2420.0,3.0,185.0,3
6657,OMBR Layout,2400.0,4.0,375.0,4
6658,OMBR Layout,1078.0,2.0,65.0,2
6659,OMBR Layout,1101.0,2.0,65.5,2
6660,OMBR Layout,1041.0,2.0,65.5,2
6661,OMBR Layout,1300.0,2.0,80.0,2
6662,OMBR Layout,2400.0,5.0,275.0,5
6663,OMBR Layout,1085.0,2.0,64.0,2
6664,OMBR Layout,1855.0,3.0,145.0,3
6665,OMBR Layout,1050.0,2.0,48.0,2
6666,OMBR Layout,1730.0,3.0,93.0,3
6667,OMBR Layout,1165.0,2.0,88.5,2
6668,OMBR Layout,1200.0,4.0,200.0,4
6669,OMBR Layout,1101.0,2.0,66.0,2
6670,OMBR Layout,3400.0,4.0,275.0,4
6671,OMBR Layout,1580.0,3.0,75.0,3
6672,Old Airport Road,2732.0,4.0,204.0,4
6673,Old Airport Road,1875.0,2.0,110.0,3
6674,Old Airport Road,3356.0,4.0,251.0,4
6675,Old Airport Road,1206.0,2.0,75.0,2
6676,Old Airport Road,2774.0,4.0,207.0,4
6677,Old Airport Road,2690.0,4.0,191.0,4
6678,Old Airport Road,2690.0,4.0,199.0,4
6679,Old Airport Road,1655.0,2.0,97.65,2
6680,Old Airport Road,1075.0,2.0,60.0,2
6681,Old Airport Road,1858.0,2.0,167.0,3
6682,Old Airport Road,1150.0,2.0,90.0,2
6683,Old Airport Road,2690.0,4.0,191.0,4
6684,Old Airport Road,2658.0,5.0,187.0,4
6685,Old Airport Road,946.0,2.0,58.0,2
6686,Old Airport Road,2774.0,4.0,208.0,4
6687,Old Airport Road,3200.0,4.0,700.0,4
6688,Old Airport Road,2774.0,4.0,208.0,4
6689,Old Airport Road,3200.0,4.0,280.0,4
6690,Old Airport Road,2690.0,4.0,201.0,4
6691,Old Airport Road,1050.0,2.0,50.0,2
6692,Old Airport Road,1145.0,2.0,75.0,2
6693,Old Airport Road,2732.0,4.0,194.0,4
6694,Old Airport Road,2658.0,5.0,189.0,4
6695,Old Airport Road,2774.0,4.0,197.0,4
6696,Old Airport Road,2392.0,3.0,249.0,3
6697,Old Airport Road,3496.0,4.0,262.0,4
6698,Old Airport Road,2774.0,4.0,197.0,4
6699,Old Airport Road,2732.0,4.0,204.0,4
6700,Old Airport Road,1798.0,3.0,150.0,3
6701,Old Airport Road,2774.0,4.0,208.0,4
6702,Old Airport Road,1184.0,2.0,78.0,2
6703,Old Airport Road,3504.0,4.0,262.0,4
6704,Old Airport Road,1055.0,2.0,75.0,2
6705,Old Madras Road,1425.0,2.0,94.0,3
6706,Old Madras Road,4500.0,7.0,337.0,5
6707,Old Madras Road,1350.0,3.0,54.54,3
6708,Old Madras Road,935.0,2.0,32.72,2
6709,Old Madras Road,3715.0,6.0,224.5,4
6710,Old Madras Road,3630.0,6.0,195.0,4
6711,Old Madras Road,1350.0,3.0,58.99,3
6712,Old Madras Road,1450.0,3.0,132.0,4
6713,Old Madras Road,935.0,2.0,45.0,2
6714,Old Madras Road,3715.0,6.0,200.5,4
6715,Old Madras Road,1720.0,3.0,100.0,3
6716,Old Madras Road,1200.0,2.0,72.0,2
6717,Old Madras Road,1225.0,2.0,53.55,2
6718,Old Madras Road,1100.0,2.0,70.0,2
6719,Old Madras Road,2760.0,5.0,157.0,3
6720,Old Madras Road,1171.0,2.0,75.0,2
6721,Old Madras Road,2600.0,4.0,260.0,4
6722,Old Madras Road,935.0,2.0,45.0,2
6723,Old Madras Road,4500.0,7.0,294.0,5
6724,Old Madras Road,2266.0,3.0,169.0,3
6725,Old Madras Road,2640.0,5.0,142.0,3
6726,Old Madras Road,1065.0,2.0,47.86,2
6727,Old Madras Road,1160.0,2.0,42.0,2
6728,Old Madras Road,2010.0,3.0,125.0,4
6729,Old Madras Road,2010.0,3.0,115.0,4
6730,Old Madras Road,1480.0,2.0,84.0,3
6731,Old Madras Road,2990.0,5.0,210.0,3
6732,Old Madras Road,1210.0,2.0,74.0,2
6733,Old Madras Road,1350.0,3.0,47.25,3
6734,Old Madras Road,4062.5,2.0,341.0,4
6735,Old Madras Road,1171.0,2.0,72.0,2
6736,Old Madras Road,3630.0,6.0,196.0,4
6737,Old Madras Road,1480.0,3.0,95.0,3
6738,Old Madras Road,1350.0,3.0,47.25,3
6739,Old Madras Road,1425.0,2.0,74.31,3
6740,Old Madras Road,1210.0,2.0,80.0,2
6741,Old Madras Road,1859.0,3.0,121.0,3
6742,Old Madras Road,2990.0,5.0,173.0,3
6743,Old Madras Road,1300.0,2.0,100.0,2
6744,Old Madras Road,1299.0,2.0,95.0,2
6745,Old Madras Road,2425.0,3.0,197.0,3
6746,Old Madras Road,4000.0,4.0,225.0,4
6747,Old Madras Road,3900.0,4.0,175.0,4
6748,Old Madras Road,2300.0,3.0,142.0,3
6749,Old Madras Road,2266.0,3.0,207.0,3
6750,Old Madras Road,1350.0,3.0,45.9,3
6751,Old Madras Road,1157.0,2.0,47.32,2
6752,Old Madras Road,3630.0,6.0,207.0,4
6753,Old Madras Road,1210.0,2.0,80.0,2
6754,Old Madras Road,1210.0,2.0,77.0,2
6755,Old Madras Road,2430.0,5.0,180.0,3
6756,Old Madras Road,1165.0,2.0,40.77,2
6757,Old Madras Road,1300.0,2.0,100.0,2
6758,Old Madras Road,5020.0,7.0,287.0,5
6759,Old Madras Road,935.0,2.0,32.0,2
6760,Old Madras Road,1350.0,3.0,47.25,3
6761,Old Madras Road,3715.0,6.0,212.5,4
6762,Old Madras Road,1330.0,2.0,74.0,2
6763,Old Madras Road,1720.0,3.0,106.0,3
6764,Old Madras Road,1157.0,2.0,47.32,2
6765,Old Madras Road,2640.0,5.0,150.0,3
6766,Old Madras Road,2990.0,3.0,170.0,3
6767,Old Madras Road,1530.0,3.0,76.34,3
6768,Old Madras Road,935.0,2.0,37.77,2
6769,Old Madras Road,1171.0,2.0,73.0,2
6770,Old Madras Road,1630.0,3.0,110.0,3
6771,Old Madras Road,1165.0,2.0,52.0,2
6772,Old Madras Road,2640.0,2.0,170.0,2
6773,Old Madras Road,1165.0,2.0,51.42,2
6774,Old Madras Road,935.0,2.0,32.72,2
6775,Old Madras Road,1211.0,2.0,45.0,2
6776,Padmanabhanagar,1736.0,6.0,190.0,4
6777,Padmanabhanagar,1020.0,2.0,63.0,2
6778,Padmanabhanagar,1176.0,2.0,62.0,2
6779,Padmanabhanagar,3680.0,4.0,440.0,5
6780,Padmanabhanagar,1258.0,2.0,115.0,2
6781,Padmanabhanagar,1708.0,2.0,90.5,3
6782,Padmanabhanagar,1100.0,2.0,65.0,2
6783,Padmanabhanagar,3400.0,3.0,210.0,4
6784,Padmanabhanagar,1500.0,2.0,200.0,3
6785,Padmanabhanagar,1531.0,2.0,75.0,3
6786,Padmanabhanagar,1400.0,3.0,65.0,3
6787,Padmanabhanagar,1360.0,2.0,75.0,3
6788,Padmanabhanagar,4500.0,4.0,360.0,3
6789,Padmanabhanagar,1200.0,2.0,60.0,2
6790,Padmanabhanagar,1710.0,2.0,90.63,3
6791,Padmanabhanagar,1000.0,1.0,90.0,2
6792,Padmanabhanagar,1067.0,2.0,52.0,2
6793,Padmanabhanagar,1250.0,2.0,70.0,3
6794,Padmanabhanagar,1150.0,2.0,45.0,2
6795,Padmanabhanagar,1350.0,3.0,71.55,3
6796,Padmanabhanagar,1360.0,3.0,75.0,3
6797,Padmanabhanagar,1100.0,2.0,60.0,2
6798,Padmanabhanagar,2051.0,3.0,180.0,3
6799,Padmanabhanagar,2051.0,3.0,170.0,3
6800,Padmanabhanagar,1150.0,2.0,50.0,2
6801,Padmanabhanagar,3000.0,4.0,350.0,4
6802,Padmanabhanagar,4689.0,4.0,488.0,4
6803,Pai Layout,1006.0,2.0,35.0,2
6804,Pai Layout,1550.0,2.0,90.0,3
6805,Pai Layout,1050.0,2.0,40.0,2
6806,Pai Layout,1400.0,2.0,67.0,3
6807,Pai Layout,1100.0,2.0,50.0,2
6808,Pai Layout,1255.0,2.0,80.0,2
6809,Pai Layout,1075.0,2.0,35.0,2
6810,Pai Layout,1400.0,2.0,57.5,2
6811,Pai Layout,1175.0,2.0,60.0,2
6812,Pai Layout,810.0,2.0,34.5,2
6813,Pai Layout,780.0,2.0,72.0,2
6814,Pai Layout,1000.0,2.0,34.0,2
6815,Pai Layout,1000.0,2.0,42.0,2
6816,Pai Layout,1150.0,2.0,170.0,2
6817,Pai Layout,3800.0,6.0,175.0,6
6818,Pai Layout,1068.0,2.0,48.0,2
6819,Pai Layout,1510.0,2.0,65.0,3
6820,Pai Layout,1500.0,2.0,58.0,3
6821,Pai Layout,1600.0,2.0,65.0,3
6822,Panathur,1359.0,2.0,87.0,2
6823,Panathur,1438.0,2.0,100.0,2
6824,Panathur,1688.0,3.0,118.0,3
6825,Panathur,1695.0,3.0,90.0,3
6826,Panathur,1315.0,2.0,54.8,3
6827,Panathur,1198.0,2.0,77.0,2
6828,Panathur,1085.0,2.0,36.0,2
6829,Panathur,1180.0,2.0,70.0,2
6830,Panathur,1193.0,2.0,86.0,2
6831,Panathur,1546.0,3.0,99.0,3
6832,Panathur,1195.0,2.0,84.0,2
6833,Panathur,1370.0,2.0,61.5,3
6834,Panathur,1370.0,2.0,75.0,3
6835,Panathur,1000.0,2.0,65.3,2
6836,Panathur,1315.0,2.0,59.1,3
6837,Panathur,1109.0,2.0,63.0,2
6838,Panathur,1000.0,2.0,68.0,2
6839,Panathur,1199.0,2.0,85.0,2
6840,Panathur,1255.0,2.0,79.0,2
6841,Panathur,1205.0,2.0,62.9,2
6842,Panathur,1210.0,2.0,85.0,2
6843,Panathur,1198.0,2.0,82.0,2
6844,Panathur,1199.0,2.0,86.0,2
6845,Panathur,1235.0,2.0,65.0,2
6846,Panathur,1370.0,2.0,54.8,3
6847,Panathur,1597.0,3.0,67.12,3
6848,Panathur,1580.0,3.0,71.89,3
6849,Panathur,1198.0,2.0,86.26,2
6850,Panathur,1210.0,2.0,80.0,2
6851,Panathur,1199.0,2.0,85.0,2
6852,Panathur,1140.0,2.0,51.2,2
6853,Panathur,1210.0,2.0,77.0,2
6854,Panathur,1199.0,2.0,85.0,2
6855,Panathur,1000.0,2.0,40.0,2
6856,Panathur,661.0,1.0,40.0,1
6857,Panathur,1040.0,2.0,41.6,2
6858,Panathur,1713.0,3.0,120.0,3
6859,Panathur,1210.0,2.0,78.0,2
6860,Panathur,1861.0,3.0,92.0,3
6861,Panathur,1050.0,2.0,60.0,2
6862,Panathur,1398.0,2.0,97.0,2
6863,Panathur,1065.0,2.0,58.0,2
6864,Panathur,1007.0,2.0,64.0,2
6865,Panathur,1210.0,2.0,77.93,2
6866,Panathur,1230.0,2.0,80.0,2
6867,Panathur,1125.0,2.0,45.0,2
6868,Panathur,980.0,2.0,57.0,2
6869,Panathur,1586.0,3.0,125.0,3
6870,Panathur,1075.0,2.0,60.0,2
6871,Panathur,1210.0,2.0,69.0,2
6872,Panathur,1343.0,2.0,76.0,2
6873,Parappana Agrahara,1200.0,3.0,85.0,4
6874,Parappana Agrahara,1194.0,2.0,47.0,2
6875,Parappana Agrahara,1194.0,2.0,47.0,2
6876,Parappana Agrahara,1194.0,2.0,46.0,2
6877,Parappana Agrahara,1194.0,2.0,47.0,2
6878,Parappana Agrahara,1194.0,2.0,46.0,2
6879,Parappana Agrahara,1194.0,2.0,47.0,2
6880,Parappana Agrahara,1194.0,2.0,47.0,2
6881,Parappana Agrahara,1092.0,2.0,43.0,2
6882,Parappana Agrahara,1194.0,2.0,45.0,2
6883,Parappana Agrahara,1200.0,1.0,45.0,1
6884,Parappana Agrahara,1194.0,2.0,46.0,2
6885,Parappana Agrahara,1194.0,2.0,47.0,2
6886,Parappana Agrahara,1194.0,2.0,47.0,2
6887,Parappana Agrahara,1194.0,2.0,46.0,2
6888,Parappana Agrahara,1194.0,2.0,46.0,2
6889,Pattandur Agrahara,1550.0,2.0,80.0,3
6890,Pattandur Agrahara,1025.0,2.0,44.5,2
6891,Pattandur Agrahara,1767.0,3.0,98.0,3
6892,Pattandur Agrahara,1247.0,2.0,59.8,2
6893,Pattandur Agrahara,875.0,2.0,33.0,2
6894,Pattandur Agrahara,900.0,2.0,42.0,2
6895,Pattandur Agrahara,1302.0,2.0,66.0,2
6896,Pattandur Agrahara,797.0,2.0,32.0,2
6897,Pattandur Agrahara,1550.0,2.0,80.0,3
6898,Pattandur Agrahara,1247.0,2.0,62.35,2
6899,Pattandur Agrahara,1350.0,2.0,68.0,2
6900,Poorna Pragna Layout,920.0,2.0,39.55,2
6901,Poorna Pragna Layout,1475.0,2.0,58.99,3
6902,Poorna Pragna Layout,1270.0,2.0,50.79,3
6903,Poorna Pragna Layout,1160.0,2.0,46.39,2
6904,Poorna Pragna Layout,1270.0,2.0,50.79,3
6905,Poorna Pragna Layout,1270.0,2.0,50.79,3
6906,Poorna Pragna Layout,965.0,2.0,48.0,2
6907,Poorna Pragna Layout,1355.0,2.0,58.25,3
6908,Poorna Pragna Layout,1400.0,2.0,240.0,3
6909,Poorna Pragna Layout,1355.0,2.0,58.27,3
6910,Poorna Pragna Layout,1475.0,2.0,58.99,3
6911,Poorna Pragna Layout,1270.0,2.0,50.79,3
6912,Poorna Pragna Layout,1160.0,2.0,46.39,2
6913,Poorna Pragna Layout,2400.0,6.0,450.0,7
6914,Poorna Pragna Layout,1270.0,2.0,50.79,3
6915,Poorna Pragna Layout,1160.0,2.0,46.39,2
6916,Poorna Pragna Layout,1475.0,2.0,58.99,3
6917,Poorna Pragna Layout,1270.0,2.0,50.79,3
6918,Poorna Pragna Layout,960.0,2.0,50.0,2
6919,Poorna Pragna Layout,1270.0,2.0,50.79,3
6920,Prithvi Layout,2028.0,4.0,162.0,4
6921,Prithvi Layout,1352.0,2.0,87.5,2
6922,Prithvi Layout,1190.0,2.0,68.0,2
6923,Prithvi Layout,1352.0,2.0,85.0,2
6924,Prithvi Layout,1352.0,2.0,75.0,2
6925,Prithvi Layout,946.0,3.0,140.0,3
6926,Prithvi Layout,2273.0,4.0,220.0,3
6927,Prithvi Layout,1620.0,3.0,65.0,3
6928,Prithvi Layout,1352.0,3.0,93.0,2
6929,Prithvi Layout,2273.0,4.0,192.0,3
6930,Prithvi Layout,1352.0,2.0,72.0,2
6931,Prithvi Layout,2100.0,3.0,125.0,3
6932,Prithvi Layout,4040.0,4.0,500.0,4
6933,R.T. Nagar,1500.0,4.0,70.0,4
6934,R.T. Nagar,1200.0,2.0,120.0,2
6935,R.T. Nagar,1560.0,3.0,85.0,3
6936,R.T. Nagar,1040.0,2.0,46.0,2
6937,R.T. Nagar,1200.0,2.0,45.0,2
6938,R.T. Nagar,2000.0,4.0,320.0,4
6939,R.T. Nagar,1235.0,2.0,65.0,2
6940,R.T. Nagar,800.0,1.0,170.0,2
6941,R.T. Nagar,2400.0,6.0,450.0,5
6942,R.T. Nagar,1140.0,3.0,130.0,3
6943,R.T. Nagar,970.0,2.0,55.0,2
6944,R.T. Nagar,1560.0,3.0,125.0,3
6945,R.T. Nagar,1200.0,2.0,60.0,2
6946,R.T. Nagar,1380.0,2.0,50.0,3
6947,R.T. Nagar,1680.0,3.0,72.0,3
6948,R.T. Nagar,1400.0,2.0,78.0,3
6949,R.T. Nagar,1200.0,3.0,140.0,3
6950,R.T. Nagar,2800.0,4.0,400.0,4
6951,R.T. Nagar,1100.0,3.0,125.0,2
6952,R.T. Nagar,1150.0,2.0,72.0,2
6953,R.T. Nagar,1500.0,2.0,230.0,2
6954,R.T. Nagar,1500.0,4.0,185.0,4
6955,R.T. Nagar,3600.0,8.0,165.0,9
6956,R.T. Nagar,2400.0,3.0,348.0,3
6957,R.T. Nagar,1080.0,2.0,48.0,2
6958,R.T. Nagar,1500.0,2.0,45.0,2
6959,R.T. Nagar,1325.0,2.0,52.0,2
6960,R.T. Nagar,1800.0,3.0,120.0,4
6961,R.T. Nagar,1300.0,3.0,145.0,3
6962,R.T. Nagar,1500.0,2.0,70.0,3
6963,R.T. Nagar,1100.0,2.0,85.0,2
6964,R.T. Nagar,1667.0,3.0,130.0,3
6965,Rachenahalli,3670.0,4.0,300.0,4
6966,Rachenahalli,1050.0,2.0,52.07,2
